game_id,black_id,white_id,black_username,white_username,black_country,white_country,black_ratings,white_ratings,black_ranking,white_ranking,black_professional,white_professional,black_ui_class,white_ui_class,board
61878384,1059933,1242716,HFC806,Happyhorse,un,un,"{'version': 5, 'overall': {'rating': 1548.8737902806145, 'deviation': 68.50060786116944, 'volatility': 0.060008175374644895}}","{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}",25.045639979662877,24.544592301056444,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61878384]
GN[HFC806 vs. Happyhorse]
PB[HFC806]
PW[Happyhorse]
BR[5k]
WR[4k]
TM[1200]OT[5x30 byo-yomi]
RE[Void]
SZ[19]
KM[0.5]
RU[Chinese]
)"
61878395,1242716,1519341,Happyhorse,deleted-53b42c1a-2cce-4637-a783-b5ff563abe49,un,un,"{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}","{'version': 5, 'overall': {'rating': 1871.4518690750867, 'deviation': 281.2170630351453, 'volatility': 0.060002559956052935}}",24.544592301056444,29.425306303533223,False,False,,provisional,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61878395]
GN[Happyhorse vs. dayliantay]
PB[Happyhorse]
PW[dayliantay]
BR[4k]
WR[?]
TM[1200]OT[5x30 byo-yomi]
RE[Void]
SZ[19]
KM[6.5]
RU[Japanese]
)"
61878427,1242716,1476966,Happyhorse,klissana90,un,un,"{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}","{'version': 5, 'overall': {'rating': 1786.8887568492416, 'deviation': 60.985037003590435, 'volatility': 0.059948075979336}}",24.544592301056444,28.354883933485983,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61878427]
GN[Happyhorse vs. klissana90]
PB[Happyhorse]
PW[klissana90]
BR[4k]
WR[2k]
TM[1200]OT[5x30 byo-yomi]
RE[Void]
SZ[19]
KM[0.5]
RU[Japanese]
)"
61878436,1094843,1242716,LogBot7,Happyhorse,un,un,"{'version': 5, 'overall': {'rating': 1618.2575497930634, 'deviation': 60.46884174965011, 'volatility': 0.059865156497418213}}","{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}",26.060117055301156,24.544592301056444,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61878436]
GN[LogBot7 vs. Happyhorse]
PB[LogBot7]
PW[Happyhorse]
BR[4k]
WR[4k]
TM[1200]OT[5x30 byo-yomi]
RE[W+T]
SZ[19]
KM[6.5]
RU[Japanese]
C[LogBot7: hi
]
;B[qd]
C[LogBot7: hi
]
(;W[dp]
(;B[pq]
(;W[dc]
C[Happyhorse: Hi
]
(;B[cn]
(;W[co]
(;B[dn]
(;W[fq]
(;B[dk]
(;W[qo]
(;B[qp]
(;W[po]
(;B[np]
(;W[qk]
(;B[nd]
(;W[cf]
(;B[de]
(;W[ce]
(;B[dd]
(;W[cd]
(;B[ec]
(;W[db]
(;B[fc]
(;W[md]
(;B[mc]
(;W[lc]
(;B[me]
(;W[ld]
(;B[nc]
(;W[ic]
(;B[hb]
(;W[ib]
(;B[le]
(;W[ke]
(;B[kf]
(;W[je]
(;B[hc]
(;W[ne]
(;B[oe]
(;W[nf]
(;B[lf]
(;W[of]
(;B[pf]
(;W[oh]
(;B[jf]
(;W[ie]
(;B[if]
(;W[ge]
(;B[hd]
(;W[he]
(;B[id]
(;W[jd]
(;B[ef]
(;W[gg]
(;B[eh]
(;W[gi]
(;B[hh]
(;W[gh]
(;B[mh]
(;W[pg]
(;B[qf]
(;W[qg]
(;B[rf]
(;W[ci]
(;B[cj]
(;W[ei]
(;B[jb]
(;W[jc]
(;B[lb]
(;W[kb]
(;B[dh]
(;W[di]
(;B[ch]
(;W[bi]
(;B[bg]
(;W[fe]
(;B[bc]
(;W[bd]
(;B[cb]
(;W[cc]
(;B[ab]
(;W[ed]
(;B[ee]
(;W[fd]
(;B[eb]
(;W[ca]
(;B[ba]
(;W[bb]
(;B[fi]
(;W[ac]
(;B[fj]
(;W[lq]
(;B[jq]
(;W[oq]
(;B[nq]
(;W[or]
(;B[pr]
(;W[nr]
(;B[op]
(;W[mq]
(;B[pp]
(;W[rp]
(;B[rq]
(;W[ro]
(;B[os]
(;W[mr]
(;B[ko]
(;W[lo]
(;B[nn]
(;W[ln]
(;B[kn]
(;W[lm]
(;B[nl]
(;W[km]
(;B[jm]
(;W[jl]
(;B[im]
(;W[kk]
(;B[ll]
(;W[lk]
(;B[ml]
(;W[kl]
(;B[hk]
(;W[nj]
(;B[mj]
(;W[mk]
(;B[nk]
(;W[hi]
(;B[ij]
(;W[il]
(;B[hl]
(;W[hm]
(;B[kp]
(;W[mo]
(;B[no]
(;W[mi]
(;B[lj]
(;W[li]
(;B[kj]
(;W[jj]
(;B[ki]
(;W[ji]
(;B[kh]
(;W[ii]
(;B[ni]
(;W[oj]
(;B[oi]
(;W[pi]
(;B[nh]
(;W[ok]
(;B[qm]
(;W[ol]
(;B[om]
(;W[rm]
(;B[ql]
(;W[rl]
(;B[rj]
(;W[qj]
(;B[ri]
(;W[rk]
(;B[qh]
(;W[qi]
(;B[rh]
(;W[pl]
(;B[ph]
(;W[rr]
(;B[sr]
(;W[qr]
(;B[rs]
(;W[qs]
(;B[ps]
(;W[ss]
(;B[qq]
(;W[sq]
(;B[qn]
(;W[rn]
(;B[lp]
(;W[mp]
(;B[kr]
(;W[hn]
(;B[io]
(;W[ho]
(;B[ls]
(;W[ms]
(;B[kq]
(;W[hq]
(;B[ir]
(;W[hr]
(;B[lr]
(;W[in]
(;B[jn]
(;W[js]
(;B[ip]
(;W[is]
(;B[mm]
(;W[jk]
))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
61880922,1242716,1412249,Happyhorse,Pompompoy09,un,un,"{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}","{'version': 5, 'overall': {'rating': 1789.0407856948225, 'deviation': 60.79725426763223, 'volatility': 0.05994464985068119}}",24.544592301056444,28.382747722857072,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61880922]
GN[Happyhorse vs. Pompompoy09]
PB[Happyhorse]
PW[Pompompoy09]
BR[4k]
WR[2k]
TM[1200]OT[5x30 byo-yomi]
RE[Void]
SZ[19]
KM[0.5]
RU[Japanese]
)"
61880972,1400760,1242716,西门天痕,Happyhorse,un,un,"{'version': 5, 'overall': {'rating': 1604.2675426344788, 'deviation': 68.26979834761975, 'volatility': 0.060016714769710655}}","{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}",25.859112755188168,24.544592301056444,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-24]
PC[OGS: https://online-go.com/game/61880972]
GN[西门天痕 vs. Happyhorse]
PB[西门天痕]
PW[Happyhorse]
BR[5k]
WR[4k]
TM[1200]OT[5x30 byo-yomi]
RE[B+R]
SZ[19]
KM[6.5]
RU[Japanese]
;B[pp]
(;W[dd]
(;B[pc]
(;W[dp]
(;B[cn]
(;W[fq]
(;B[cp]
(;W[cq]
(;B[bq]
(;W[br]
(;B[dq]
(;W[cr]
(;B[do]
(;W[ep]
(;B[dj]
(;W[cg]
(;B[dc]
(;W[cc]
(;B[ec]
(;W[cd]
(;B[hc]
(;W[pe]
(;B[od]
(;W[qc]
(;B[oe]
(;W[qd]
(;B[pf]
(;W[qf]
(;B[qg]
(;W[pg]
(;B[of]
(;W[rg]
(;B[qh]
(;W[rh]
(;B[qi]
(;W[ri]
(;B[qj]
(;W[jd]
(;B[ie]
(;W[kf]
(;B[jg]
(;W[kg]
(;B[kh]
(;W[mg]
(;B[lh]
(;W[me]
(;B[je]
(;W[mh]
(;B[mi]
(;W[ni]
(;B[mj]
(;W[mc]
(;B[nf]
(;W[mf]
(;B[ld]
(;W[ke]
(;B[md]
(;W[kd]
(;B[lc]
(;W[id]
(;B[hd]
(;W[he]
(;B[ih]
(;W[ic]
(;B[hb]
(;W[nj]
(;B[nh]
(;W[ng]
(;B[oh]
(;W[og]
(;B[ph]
(;W[ib]
(;B[pd]
(;W[qe]
(;B[nc]
(;W[gd]
(;B[gc]
(;W[fd]
(;B[ed]
(;W[ee]
(;B[ia]
(;W[ja]
(;B[ha]
(;W[jb]
(;B[fc]
(;W[db]
(;B[ge]
(;W[hf]
(;B[fe]
(;W[jf]
(;B[ig]
(;W[if]
(;B[kc]
(;W[gg]
(;B[fg]
(;W[gh]
(;B[gf]
(;W[hg]
(;B[hi]
(;W[lg]
(;B[le]
(;W[fh]
(;B[eh]
(;W[fj]
(;B[ef]
(;W[ei]
(;B[di]
(;W[el]
(;B[fk]
(;W[ek]
(;B[ej]
(;W[gj]
(;B[ik]
(;W[gl]
(;B[nk]
(;W[cl]
(;B[dm]
(;W[ck]
(;B[fm]
(;W[fl]
(;B[gn]
(;W[im]
(;B[hk]
(;W[gk]
(;B[bo]
(;W[aq]
(;B[bm]
(;W[bl]
(;B[ap]
(;W[bp]
(;B[fi]
(;W[gi]
(;B[bq]
(;W[qq]
(;B[ar]
(;W[qp]
(;B[dr]
)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
69649064,147847,1242716,Watch8,Happyhorse,un,un,"{'version': 5, 'overall': {'rating': 1624.4964528987955, 'deviation': 61.39775591231485, 'volatility': 0.058489902256038194}}","{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}",26.14919614362293,24.544592301056444,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-11-18]
PC[OGS: https://online-go.com/game/69649064]
GN[Friendly Match]
PB[Watch8]
PW[Happyhorse]
BR[5k]
WR[4k]
TM[600]OT[5x15 byo-yomi]
RE[B+R]
SZ[19]
KM[6.5]
RU[Japanese]
C[Happyhorse: Hi
]
;B[dp]
C[Happyhorse: Hi
]
(;W[pd]
C[Watch8: gg
]
(;B[pp]
(;W[cd]
(;B[qc]
(;W[pc]
(;B[qd]
(;W[qe]
(;B[re]
(;W[qf]
(;B[rf]
(;W[qg]
(;B[rg]
(;W[qh]
(;B[jd]
(;W[ld]
(;B[lc]
(;W[mc]
(;B[kc]
(;W[md]
(;B[gd]
(;W[ec]
(;B[fb]
(;W[cn]
(;B[ee]
(;W[df]
(;B[de]
(;W[ce]
(;B[cg]
(;W[dg]
(;B[ch]
(;W[cf]
(;B[dh]
(;W[ff]
(;B[fe]
(;W[ck]
(;B[fh]
(;W[fg]
(;B[gh]
(;W[hf]
(;B[bo]
(;W[bn]
(;B[co]
(;W[en]
(;B[eo]
(;W[fn]
(;B[fo]
(;W[qq]
(;B[ek]
(;W[dl]
(;B[el]
(;W[pq]
(;B[bj]
(;W[bk]
(;B[dk]
(;W[dm]
(;B[cj]
(;W[hq]
(;B[hn]
(;W[gm]
(;B[ip]
(;W[iq]
(;B[hl]
(;W[hm]
(;B[im]
(;W[ao]
(;B[am]
(;W[an]
(;B[ak]
(;W[bm]
(;B[al]
(;W[bq]
(;B[cq]
(;W[br]
(;B[bp]
(;W[ap]
(;B[cr]
(;W[bs]
(;B[bl]
(;W[cl]
(;B[aj]
(;W[aq]
(;B[kq]
(;W[jq]
(;B[kp]
(;W[fq]
(;B[gp]
(;W[kr]
(;B[lr]
(;W[jr]
(;B[gq]
(;W[jp]
(;B[ko]
(;W[gr]
(;B[er]
(;W[fr]
(;B[gn]
(;W[jo]
(;B[in]
(;W[kn]
(;B[mo]
(;W[jn]
(;B[qp]
(;W[nq]
(;B[op]
(;W[oq]
(;B[np]
(;W[mr]
(;B[mq]
(;W[ls]
(;B[qj]
(;W[ok]
(;B[oj]
(;W[pk]
(;B[pj]
(;W[nk]
(;B[ql]
(;W[om]
(;B[nj]
(;W[pn]
(;B[rn]
(;W[lk]
(;B[mj]
(;W[ng]
(;B[lm]
(;W[ln]
(;B[mm]
(;W[mn]
(;B[mk]
(;W[gl]
(;B[nn]
(;W[il]
(;B[jm]
(;W[km]
(;B[jl]
(;W[hk]
(;B[jk]
(;W[eb]
(;B[fm]
(;W[hc]
(;B[hd]
(;W[gb]
(;B[if]
(;W[ig]
(;B[jf]
(;W[jg]
(;B[kf]
(;W[kg]
(;B[ic]
(;W[ib]
(;B[jb]
(;W[he]
(;B[ia]
(;W[hb]
(;B[fc]
(;W[fa]
(;B[ga]
(;W[ha]
(;B[ja]
(;W[ga]
(;B[ie]
(;W[lb]
(;B[kb]
(;W[mb]
(;B[kd]
(;W[ke]
(;B[le]
(;W[lf]
(;B[lg]
(;W[mf]
(;B[hg]
(;W[gf]
(;B[lh]
(;W[hh]
(;B[gg]
(;W[ii]
(;B[hj]
(;W[ij]
(;B[hi]
(;W[li]
(;B[ki]
(;W[lj]
(;B[kh]
(;W[kj]
(;B[jj]
(;W[ih]
(;B[ik]
(;W[gi]
(;B[gj]
(;W[fi]
(;B[eh]
(;W[fj]
(;B[fk]
(;W[gk]
(;B[hj]
(;W[ji]
(;B[mh]
(;W[mi]
(;B[nh]
(;W[ni]
(;B[oh]
(;W[oi]
(;B[pi]
(;W[kl]
(;B[ll]
(;W[kk]
(;B[ph]
(;W[fl]
(;B[em]
(;W[dn]
(;B[ei]
C[Watch8: ty
]
)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
61940614,1242716,1355946,Happyhorse,민영덕,un,un,"{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}","{'version': 5, 'overall': {'rating': 1611.9907333958063, 'deviation': 60.47673038459268, 'volatility': 0.05991937493191889}}",24.544592301056444,25.970293011518862,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-26]
PC[OGS: https://online-go.com/game/61940614]
GN[Happyhorse vs. 민영덕]
PB[Happyhorse]
PW[민영덕]
BR[4k]
WR[4k]
TM[1200]OT[5x30 byo-yomi]
RE[B+0.5]
SZ[19]
KM[6.5]
RU[Korean]
;B[qd]
(;W[dp]
(;B[pq]
(;W[cd]
(;B[ec]
(;W[op]
(;B[pp]
(;W[oq]
(;B[oo]
(;W[no]
(;B[on]
(;W[nn]
(;B[om]
(;W[nm]
(;B[iq]
(;W[or]
(;B[pr]
(;W[ql]
(;B[qn]
(;W[ol]
(;B[lq]
(;W[mp]
(;B[fq]
(;W[eq]
(;B[fp]
(;W[qf]
(;B[od]
(;W[nf]
(;B[nl]
(;W[pm]
(;B[pn]
(;W[ml]
(;B[nk]
(;W[ok]
(;B[nj]
(;W[oj]
(;B[lj]
(;W[jp]
(;B[jq]
(;W[lp]
(;B[nh]
(;W[oh]
(;B[oi]
(;W[pi]
(;B[ni]
(;W[ph]
(;B[of]
(;W[og]
(;B[md]
(;W[oe]
(;B[ne]
(;W[pf]
(;B[mf]
(;W[mg]
(;B[ng]
(;W[lf]
(;B[me]
(;W[rp]
(;B[rq]
(;W[lh]
(;B[li]
(;W[rn]
(;B[rm]
(;W[qo]
(;B[qm]
(;W[rl]
(;B[sl]
(;W[sn]
(;B[pl]
(;W[qk]
(;B[sm]
(;W[of]
(;B[po]
(;W[qr]
(;B[qq]
(;W[je]
(;B[ji]
(;W[kh]
(;B[jk]
(;W[jm]
(;B[pj]
(;W[qj]
(;B[pk]
(;W[jc]
(;B[re]
(;W[rf]
(;B[hc]
(;W[pc]
(;B[pd]
(;W[nc]
(;B[oc]
(;W[mc]
(;B[lc]
(;W[lb]
(;B[nd]
(;W[kc]
(;B[ld]
(;W[pb]
(;B[ob]
(;W[rc]
(;B[mb]
(;W[rd]
(;B[kb]
(;W[jb]
(;B[la]
(;W[ja]
(;B[ka]
(;W[dc]
(;B[ed]
(;W[cf]
(;B[hf]
(;W[he]
(;B[ge]
(;W[hd]
(;B[gd]
(;W[gf]
(;B[if]
(;W[jf]
(;B[ih]
(;W[ff]
(;B[ef]
(;W[eg]
(;B[df]
(;W[dg]
(;B[dd]
(;W[db]
(;B[fe]
(;W[ce]
(;B[de]
(;W[gb]
(;B[gc]
(;W[fb]
(;B[fc]
(;W[hb]
(;B[cn]
(;W[co]
(;B[cj]
(;W[cl]
(;B[dn]
(;W[eo]
(;B[dl]
(;W[dk]
(;B[bl]
(;W[dm]
(;B[el]
(;W[cm]
(;B[bm]
(;W[ck]
(;B[bk]
(;W[bi]
(;B[bj]
(;W[bo]
(;B[ci]
(;W[bh]
(;B[ei]
(;W[en]
(;B[bn]
(;W[ek]
(;B[gi]
(;W[fk]
(;B[ch]
(;W[cg]
(;B[ip]
(;W[fi]
(;B[fh]
(;W[fj]
(;B[eh]
(;W[hg]
(;B[ig]
(;W[ij]
(;B[fg]
(;W[jj]
(;B[kk]
(;W[il]
(;B[ik]
(;W[kq]
(;B[kr]
(;W[hk]
(;B[hn]
(;W[ii]
(;B[jh]
(;W[ki]
(;B[kj]
(;W[go]
(;B[kp]
(;W[jo]
(;B[io]
(;W[ko]
(;B[ho]
(;W[gp]
(;B[gq]
(;W[hm]
(;B[gn]
(;W[fo]
(;B[er]
(;W[dr]
(;B[fr]
(;W[fm]
(;B[ri]
(;W[qi]
(;B[rj]
(;W[rh]
(;B[sk]
(;W[qe]
(;B[ds]
(;W[cs]
(;B[es]
(;W[cr]
(;B[km]
(;W[kn]
(;B[lm]
(;W[mm]
(;B[ln]
(;W[ll]
(;B[kl]
(;W[lo]
(;B[gm]
(;W[gl]
(;B[in]
(;W[mq]
(;B[mr]
(;W[kq]
(;B[lr]
(;W[ps]
(;B[rr]
(;W[mn]
(;B[qs]
(;W[os]
(;B[hj]
(;W[gj]
(;B[hi]
(;W[ic]
(;B[ke]
(;W[kf]
(;B[ao]
(;W[ap]
(;B[an]
(;W[bp]
(;B[eb]
(;W[ea]
(;B[pa]
(;W[qa]
(;B[qb]
(;W[qc]
(;B[rb]
(;W[oa]
(;B[na]
(;W[pa]
(;B[ai]
(;W[ag]
(;B[ie]
(;W[id]
(;B[im]
(;W[hl]
(;B[nr]
(;W[nq]
(;B[hp]
(;W[mh]
(;B[kd]
(;W[jd]
(;B[mi]
(;W[jg]
(;B[mk]
(;W[ns]
(;B[ms]
(;W[si]
(;B[sj]
(;W[sh]
(;B[ep]
(;W[dq]
(;B[do]
(;W[bq]
(;B[fn]
(;W[em]
(;B[dh]
(;W[dj]
(;B[jl]
(;W[jn]
(;B[jr]
(;W[kp]
(;B[aj]
(;W[ah]
(;B[]
(;W[]
))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
61991125,1242716,1185939,Happyhorse,Cassandra67,un,un,"{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}","{'version': 5, 'overall': {'rating': 1579.9212919660436, 'deviation': 60.042736371706404, 'volatility': 0.05865103415488913}}",24.544592301056444,25.505096887522292,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-27]
PC[OGS: https://online-go.com/game/61991125]
GN[Happyhorse vs. Cassandra67]
PB[Happyhorse]
PW[Cassandra67]
BR[4k]
WR[3k]
TM[1200]OT[5x30 byo-yomi]
RE[B+R]
SZ[19]
KM[6.5]
RU[Japanese]
C[Happyhorse: Hi
Cassandra67: Hi, hf
]
;B[qd]
(;W[dd]
(;B[pq]
(;W[dp]
(;B[fc]
(;W[hc]
(;B[fe]
(;W[df]
(;B[db]
(;W[cc]
(;B[he]
(;W[kc]
(;B[fg]
(;W[dh]
(;B[cb]
(;W[bb]
(;B[oc]
(;W[jq]
(;B[cq]
(;W[cp]
(;B[dq]
(;W[eq]
(;B[er]
(;W[fq]
(;B[fr]
(;W[gq]
(;B[cj]
(;W[ci]
(;B[ei]
(;W[bj]
(;B[di]
(;W[ch]
(;B[gi]
(;W[ck]
(;B[dj]
(;W[dl]
(;B[bq]
(;W[bp]
(;B[ba]
(;W[ab]
(;B[pj]
(;W[po]
(;B[qo]
(;W[qn]
(;B[qp]
(;W[pm]
(;B[nq]
(;W[qh]
(;B[ql]
(;W[rm]
(;B[rl]
(;W[ro]
(;B[rp]
(;W[pl]
(;B[qj]
(;W[oh]
(;B[nj]
(;W[nn]
(;B[mh]
(;W[pf]
(;B[rf]
(;W[qf]
(;B[rg]
(;W[rh]
(;B[lc]
(;W[lb]
(;B[mb]
(;W[kb]
(;B[ld]
(;W[je]
(;B[lf]
(;W[id]
(;B[hd]
(;W[gb]
(;B[fb]
(;W[ib]
(;B[nf]
(;W[ng]
(;B[mg]
(;W[of]
(;B[ne]
(;W[pd]
(;B[qe]
(;W[od]
(;B[pc]
(;W[oi]
(;B[oj]
(;W[rj]
(;B[rk]
(;W[pi]
(;B[qi]
C[Cassandra67: thx
]
)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
61999362,1210587,1242716,jaypak1,Happyhorse,kr,un,"{'version': 5, 'overall': {'rating': 1647.6602630564796, 'deviation': 60.336315978150964, 'volatility': 0.05874880232625399}}","{'version': 5, 'overall': {'rating': 1515.710872510079, 'deviation': 60.671837714625106, 'volatility': 0.059726004537213016}}",26.476962329394144,24.544592301056444,False,False,,,"(;FF[4]
CA[UTF-8]
GM[1]
DT[2024-02-28]
PC[OGS: https://online-go.com/game/61999362]
GN[jaypak1 vs. Happyhorse]
PB[jaypak1]
PW[Happyhorse]
BR[4k]
WR[3k]
TM[1200]OT[5x30 byo-yomi]
RE[B+R]
SZ[19]
KM[6.5]
RU[Japanese]
C[Happyhorse: Hi you again lol
]
;B[dp]
C[Happyhorse: Hi you again lol
]
(;W[pd]
(;B[pp]
C[jaypak1: hi
]
(;W[cd]
(;B[ec]
(;W[df]
(;B[hc]
(;W[dc]
(;B[nc]
(;W[oc]
(;B[nd]
(;W[qf]
(;B[pj]
(;W[qn]
(;B[qo]
(;W[pn]
(;B[ql]
(;W[nq]
(;B[np]
(;W[op]
(;B[oo]
(;W[oq]
(;B[po]
(;W[qr]
(;B[nn]
(;W[lp]
(;B[gq]
(;W[ri]
(;B[ol]
(;W[iq]
(;B[cm]
(;W[kc]
(;B[kb]
(;W[jb]
(;B[lb]
(;W[jc]
(;B[ib]
(;W[lc]
(;B[mb]
(;W[ia]
(;B[ha]
(;W[ja]
(;B[ed]
(;W[db]
(;B[eb]
(;W[lf]
(;B[ob]
(;W[pb]
(;B[nf]
(;W[ng]
(;B[og]
(;W[of]
(;B[oe]
(;W[pf]
(;B[mg]
(;W[nh]
(;B[mf]
(;W[oh]
(;B[le]
(;W[je]
(;B[de]
(;W[ce]
(;B[ef]
(;W[dg]
(;B[eg]
(;W[jg]
(;B[mh]
(;W[ge]
(;B[dh]
(;W[bg]
(;B[ei]
(;W[cq]
(;B[cp]
(;W[er]
(;B[dq]
(;W[gr]
(;B[hr]
(;W[fq]
(;B[hq]
(;W[fo]
(;B[ip]
(;W[ir]
(;B[gs]
(;W[fr]
(;B[jp]
(;W[kr]
(;B[kq]
(;W[jr]
(;B[lq]
(;W[lr]
(;B[mq]
(;W[mr]
(;B[gn]
(;W[fn]
(;B[gm]
(;W[dn]
(;B[cn]
(;W[el]
(;B[fk]
(;W[cr]
(;B[dr]
(;W[ds]
(;B[dk]
(;W[bp]
(;B[bo]
(;W[aq]
(;B[br]
(;W[bs]
(;B[ar]
(;W[gp]
(;B[hp]
(;W[do]
(;B[co]
(;W[ep]
(;B[go]
(;W[fp]
(;B[jh]
(;W[ih]
(;B[ji]
(;W[hg]
(;B[ii]
(;W[hi]
(;B[hj]
(;W[hd]
(;B[gc]
(;W[ic]
(;B[gi]
(;W[hh]
(;B[bh]
(;W[cg]
(;B[ch]
(;W[nj]
(;B[mk]
(;W[mj]
(;B[lj]
(;W[li]
(;B[kj]
(;W[mi]
(;B[pe]
(;W[qe]
(;B[qb]
(;W[oa]
(;B[nb]
(;W[qc]
(;B[na]
(;W[md]
(;B[pa]
(;W[pc]
(;B[rb]
(;W[rc]
(;B[sb]
(;W[rn]
(;B[ro]
(;W[pk]
(;B[pl]
(;W[ok]
(;B[qk]
(;W[qj]
(;B[nk]
(;W[oj]
(;B[rm]
(;W[sc]
(;B[sr]
(;W[me]
(;B[ne]
(;W[lg]
(;B[lh]
(;W[hb]
(;B[da]
(;W[ca]
(;B[ea]
(;W[bb]
(;B[ag]
(;W[af]
(;B[ah]
(;W[be]
(;B[rq]
(;W[qq]
(;B[pq]
(;W[pr]
(;B[dl]
(;W[fl]
(;B[gl]
(;W[gb]
(;B[gd]
(;W[fe]
(;B[ee]
(;W[rk]
(;B[rl]
(;W[sj]
(;B[em]
(;W[fm]
(;B[en]
)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
